"","id","megye","telepules","oevk_szam","jelolo_code","jelolo","biz_szint"
"27592","szerencs-006","borsod-abaúj-zemplén","szerencs","006","641","FIDESZ-KDNP","SZSZB"
"27593","szerencs-007","borsod-abaúj-zemplén","szerencs","007","641","FIDESZ-KDNP","SZSZB"
"27594","szerencs-007","borsod-abaúj-zemplén","szerencs","007","597","JOBBIK","SZSZB"
"27595","szerencs-007","borsod-abaúj-zemplén","szerencs","007","641","FIDESZ-KDNP","SZSZB"
"27596","szerencs-008","borsod-abaúj-zemplén","szerencs","008","641","FIDESZ-KDNP","SZSZB"
"27597","szerencs-008","borsod-abaúj-zemplén","szerencs","008","644","MSZP-PÁRBESZÉD","SZSZB"
"27598","szerencs-008","borsod-abaúj-zemplén","szerencs","008","597","JOBBIK","SZSZB"
"27599","szerencs-008","borsod-abaúj-zemplén","szerencs","008","644","MSZP-PÁRBESZÉD","SZSZB"
"27600","szerencs-008","borsod-abaúj-zemplén","szerencs","008","641","FIDESZ-KDNP","SZSZB"
"27601","szerencs-009","borsod-abaúj-zemplén","szerencs","009","641","FIDESZ-KDNP","SZSZB"
"27602","szerencs-009","borsod-abaúj-zemplén","szerencs","009","597","JOBBIK","SZSZB"
"27603","szerencs-009","borsod-abaúj-zemplén","szerencs","009","641","FIDESZ-KDNP","SZSZB"
"27604","szerencs-010","borsod-abaúj-zemplén","szerencs","010","644","MSZP-PÁRBESZÉD","SZSZB"
"27605","szerencs-010","borsod-abaúj-zemplén","szerencs","010","641","FIDESZ-KDNP","SZSZB"
"27606","szerencs-010","borsod-abaúj-zemplén","szerencs","010","641","FIDESZ-KDNP","SZSZB"
"27607","szerencs-010","borsod-abaúj-zemplén","szerencs","010","597","JOBBIK","SZSZB"
"27608","szerep-001","hajdú-bihar","szerep","001","641","FIDESZ-KDNP","SZSZB"
"27609","szerep-001","hajdú-bihar","szerep","001","644","MSZP-PÁRBESZÉD","SZSZB"
"27610","szerep-001","hajdú-bihar","szerep","001","597","JOBBIK","SZSZB"
"27611","szerep-001","hajdú-bihar","szerep","001","641","FIDESZ-KDNP","SZSZB"
"27612","szerep-002","hajdú-bihar","szerep","002","641","FIDESZ-KDNP","SZSZB"
"27613","szerep-002","hajdú-bihar","szerep","002","641","FIDESZ-KDNP","SZSZB"
"27614","szergény-","vas","szergény",NA,"641","FIDESZ-KDNP","HVB"
"27615","szigetbecse-","pest","szigetbecse",NA,"641","FIDESZ-KDNP","HVB"
"27616","szigetbecse-","pest","szigetbecse",NA,"597","JOBBIK","HVB"
"27617","szigetcsép-001","pest","szigetcsép","001","644","MSZP-PÁRBESZÉD","SZSZB"
"27618","szigetcsép-001","pest","szigetcsép","001","597","JOBBIK","SZSZB"
"27619","szigetcsép-001","pest","szigetcsép","001","641","FIDESZ-KDNP","SZSZB"
"27620","szigetcsép-001","pest","szigetcsép","001","641","FIDESZ-KDNP","SZSZB"
"27621","szigetcsép-002","pest","szigetcsép","002","644","MSZP-PÁRBESZÉD","SZSZB"
"27622","szigetcsép-002","pest","szigetcsép","002","597","JOBBIK","SZSZB"
"27623","szigetcsép-002","pest","szigetcsép","002","641","FIDESZ-KDNP","SZSZB"
"27624","szigetcsép-002","pest","szigetcsép","002","641","FIDESZ-KDNP","SZSZB"
"27625","szigethalom-001","pest","szigethalom","001","597","JOBBIK","SZSZB"
"27626","szigethalom-001","pest","szigethalom","001","644","MSZP-PÁRBESZÉD","SZSZB"
"27627","szigethalom-001","pest","szigethalom","001","641","FIDESZ-KDNP","SZSZB"
"27628","szigethalom-001","pest","szigethalom","001","641","FIDESZ-KDNP","SZSZB"
"27629","szigethalom-001","pest","szigethalom","001","580","LMP","SZSZB"
"27630","szigethalom-002","pest","szigethalom","002","644","MSZP-PÁRBESZÉD","SZSZB"
"27631","szigethalom-002","pest","szigethalom","002","597","JOBBIK","SZSZB"
"27632","szigethalom-002","pest","szigethalom","002","644","MSZP-PÁRBESZÉD","SZSZB"
"27633","szigethalom-002","pest","szigethalom","002","641","FIDESZ-KDNP","SZSZB"
"27634","szigethalom-002","pest","szigethalom","002","641","FIDESZ-KDNP","SZSZB"
"27635","szigethalom-003","pest","szigethalom","003","641","FIDESZ-KDNP","SZSZB"
"27636","szigethalom-003","pest","szigethalom","003","644","MSZP-PÁRBESZÉD","SZSZB"
"27637","szigethalom-003","pest","szigethalom","003","597","JOBBIK","SZSZB"
"27638","szigethalom-003","pest","szigethalom","003","644","MSZP-PÁRBESZÉD","SZSZB"
"27639","szigethalom-003","pest","szigethalom","003","641","FIDESZ-KDNP","SZSZB"
"27640","szigethalom-004","pest","szigethalom","004","644","MSZP-PÁRBESZÉD","SZSZB"
"27641","szigethalom-004","pest","szigethalom","004","641","FIDESZ-KDNP","SZSZB"
"27642","szigethalom-004","pest","szigethalom","004","597","JOBBIK","SZSZB"
"27643","szigethalom-004","pest","szigethalom","004","641","FIDESZ-KDNP","SZSZB"
"27644","szigethalom-005","pest","szigethalom","005","641","FIDESZ-KDNP","SZSZB"
"27645","szigethalom-005","pest","szigethalom","005","644","MSZP-PÁRBESZÉD","SZSZB"
"27646","szigethalom-005","pest","szigethalom","005","641","FIDESZ-KDNP","SZSZB"
"27647","szigethalom-005","pest","szigethalom","005","597","JOBBIK","SZSZB"
"27648","szigethalom-005","pest","szigethalom","005","597","JOBBIK","SZSZB"
"27649","szigethalom-006","pest","szigethalom","006","597","JOBBIK","SZSZB"
"27650","szigethalom-006","pest","szigethalom","006","644","MSZP-PÁRBESZÉD","SZSZB"
"27651","szigethalom-006","pest","szigethalom","006","641","FIDESZ-KDNP","SZSZB"
"27652","szigethalom-006","pest","szigethalom","006","641","FIDESZ-KDNP","SZSZB"
"27653","szigethalom-006","pest","szigethalom","006","644","MSZP-PÁRBESZÉD","SZSZB"
"27654","szigethalom-007","pest","szigethalom","007","597","JOBBIK","SZSZB"
"27655","szigethalom-007","pest","szigethalom","007","641","FIDESZ-KDNP","SZSZB"
"27656","szigethalom-007","pest","szigethalom","007","641","FIDESZ-KDNP","SZSZB"
"27657","szigethalom-007","pest","szigethalom","007","644","MSZP-PÁRBESZÉD","SZSZB"
"27658","szigethalom-007","pest","szigethalom","007","644","MSZP-PÁRBESZÉD","SZSZB"
"27659","szigethalom-008","pest","szigethalom","008","641","FIDESZ-KDNP","SZSZB"
"27660","szigethalom-008","pest","szigethalom","008","644","MSZP-PÁRBESZÉD","SZSZB"
"27661","szigethalom-008","pest","szigethalom","008","641","FIDESZ-KDNP","SZSZB"
"27662","szigethalom-008","pest","szigethalom","008","597","JOBBIK","SZSZB"
"27663","szigethalom-008","pest","szigethalom","008","644","MSZP-PÁRBESZÉD","SZSZB"
"27664","szigethalom-009","pest","szigethalom","009","597","JOBBIK","SZSZB"
"27665","szigethalom-009","pest","szigethalom","009","641","FIDESZ-KDNP","SZSZB"
"27666","szigethalom-009","pest","szigethalom","009","644","MSZP-PÁRBESZÉD","SZSZB"
"27667","szigethalom-009","pest","szigethalom","009","641","FIDESZ-KDNP","SZSZB"
"27668","szigethalom-010","pest","szigethalom","010","641","FIDESZ-KDNP","SZSZB"
"27669","szigethalom-010","pest","szigethalom","010","641","FIDESZ-KDNP","SZSZB"
"27670","szigethalom-010","pest","szigethalom","010","644","MSZP-PÁRBESZÉD","SZSZB"
"27671","szigethalom-010","pest","szigethalom","010","644","MSZP-PÁRBESZÉD","SZSZB"
"27672","szigethalom-010","pest","szigethalom","010","597","JOBBIK","SZSZB"
"27673","szigethalom-011","pest","szigethalom","011","597","JOBBIK","SZSZB"
"27674","szigethalom-011","pest","szigethalom","011","641","FIDESZ-KDNP","SZSZB"
"27675","szigethalom-011","pest","szigethalom","011","641","FIDESZ-KDNP","SZSZB"
"27676","szigethalom-011","pest","szigethalom","011","644","MSZP-PÁRBESZÉD","SZSZB"
"27677","szigethalom-011","pest","szigethalom","011","641","FIDESZ-KDNP","SZSZB"
"27678","szigethalom-012","pest","szigethalom","012","644","MSZP-PÁRBESZÉD","SZSZB"
"27679","szigethalom-012","pest","szigethalom","012","597","JOBBIK","SZSZB"
"27680","szigethalom-012","pest","szigethalom","012","641","FIDESZ-KDNP","SZSZB"
"27681","szigethalom-012","pest","szigethalom","012","641","FIDESZ-KDNP","SZSZB"
"27682","szigethalom-013","pest","szigethalom","013","641","FIDESZ-KDNP","SZSZB"
"27683","szigethalom-013","pest","szigethalom","013","644","MSZP-PÁRBESZÉD","SZSZB"
"27684","szigethalom-013","pest","szigethalom","013","641","FIDESZ-KDNP","SZSZB"
"27685","szigethalom-013","pest","szigethalom","013","597","JOBBIK","SZSZB"
"27686","szigethalom-013","pest","szigethalom","013","641","FIDESZ-KDNP","SZSZB"
"27687","szigethalom-013","pest","szigethalom","013","644","MSZP-PÁRBESZÉD","SZSZB"
"27688","szigethalom-014","pest","szigethalom","014","644","MSZP-PÁRBESZÉD","SZSZB"
"27689","szigethalom-014","pest","szigethalom","014","644","MSZP-PÁRBESZÉD","SZSZB"
"27690","szigethalom-014","pest","szigethalom","014","597","JOBBIK","SZSZB"
"27691","szigethalom-014","pest","szigethalom","014","641","FIDESZ-KDNP","SZSZB"
"27692","szigethalom-014","pest","szigethalom","014","641","FIDESZ-KDNP","SZSZB"
"27693","szigethalom-015","pest","szigethalom","015","644","MSZP-PÁRBESZÉD","SZSZB"
"27694","szigethalom-015","pest","szigethalom","015","597","JOBBIK","SZSZB"
"27695","szigethalom-015","pest","szigethalom","015","641","FIDESZ-KDNP","SZSZB"
"27696","szigethalom-015","pest","szigethalom","015","641","FIDESZ-KDNP","SZSZB"
"27697","szigethalom-015","pest","szigethalom","015","644","MSZP-PÁRBESZÉD","SZSZB"
"27698","szigethalom-016","pest","szigethalom","016","641","FIDESZ-KDNP","SZSZB"
"27699","szigethalom-016","pest","szigethalom","016","597","JOBBIK","SZSZB"
"27700","szigethalom-016","pest","szigethalom","016","641","FIDESZ-KDNP","SZSZB"
"27701","szigethalom-016","pest","szigethalom","016","644","MSZP-PÁRBESZÉD","SZSZB"
"27702","szigetmonostor-001","pest","szigetmonostor","001","641","FIDESZ-KDNP","SZSZB"
"27703","szigetmonostor-001","pest","szigetmonostor","001","599","DK","SZSZB"
"27704","szigetmonostor-001","pest","szigetmonostor","001","580","LMP","SZSZB"
"27705","szigetmonostor-001","pest","szigetmonostor","001","641","FIDESZ-KDNP","SZSZB"
"27706","szigetmonostor-002","pest","szigetmonostor","002","641","FIDESZ-KDNP","SZSZB"
"27707","szigetmonostor-002","pest","szigetmonostor","002","641","FIDESZ-KDNP","SZSZB"
"27708","szigetmonostor-002","pest","szigetmonostor","002","599","DK","SZSZB"
"27709","szigetszentmárton-001","pest","szigetszentmárton","001","597","JOBBIK","SZSZB"
"27710","szigetszentmárton-001","pest","szigetszentmárton","001","644","MSZP-PÁRBESZÉD","SZSZB"
"27711","szigetszentmárton-001","pest","szigetszentmárton","001","641","FIDESZ-KDNP","SZSZB"
"27712","szigetszentmárton-001","pest","szigetszentmárton","001","641","FIDESZ-KDNP","SZSZB"
"27713","szigetszentmárton-002","pest","szigetszentmárton","002","641","FIDESZ-KDNP","SZSZB"
"27714","szigetszentmárton-002","pest","szigetszentmárton","002","641","FIDESZ-KDNP","SZSZB"
"27715","szigetszentmárton-002","pest","szigetszentmárton","002","597","JOBBIK","SZSZB"
"27716","szigetszentmiklós-001","pest","szigetszentmiklós","001","597","JOBBIK","SZSZB"
"27717","szigetszentmiklós-001","pest","szigetszentmiklós","001","641","FIDESZ-KDNP","SZSZB"
"27718","szigetszentmiklós-001","pest","szigetszentmiklós","001","641","FIDESZ-KDNP","SZSZB"
"27719","szigetszentmiklós-001","pest","szigetszentmiklós","001","644","MSZP-PÁRBESZÉD","SZSZB"
"27720","szigetszentmiklós-002","pest","szigetszentmiklós","002","641","FIDESZ-KDNP","SZSZB"
"27721","szigetszentmiklós-002","pest","szigetszentmiklós","002","641","FIDESZ-KDNP","SZSZB"
"27722","szigetszentmiklós-002","pest","szigetszentmiklós","002","644","MSZP-PÁRBESZÉD","SZSZB"
"27723","szigetszentmiklós-002","pest","szigetszentmiklós","002","597","JOBBIK","SZSZB"
"27724","szigetszentmiklós-003","pest","szigetszentmiklós","003","641","FIDESZ-KDNP","SZSZB"
"27725","szigetszentmiklós-003","pest","szigetszentmiklós","003","597","JOBBIK","SZSZB"
"27726","szigetszentmiklós-003","pest","szigetszentmiklós","003","644","MSZP-PÁRBESZÉD","SZSZB"
"27727","szigetszentmiklós-003","pest","szigetszentmiklós","003","641","FIDESZ-KDNP","SZSZB"
"27728","szigetszentmiklós-004","pest","szigetszentmiklós","004","641","FIDESZ-KDNP","SZSZB"
"27729","szigetszentmiklós-004","pest","szigetszentmiklós","004","644","MSZP-PÁRBESZÉD","SZSZB"
"27730","szigetszentmiklós-004","pest","szigetszentmiklós","004","597","JOBBIK","SZSZB"
"27731","szigetszentmiklós-004","pest","szigetszentmiklós","004","641","FIDESZ-KDNP","SZSZB"
"27732","szigetszentmiklós-005","pest","szigetszentmiklós","005","641","FIDESZ-KDNP","SZSZB"
"27733","szigetszentmiklós-005","pest","szigetszentmiklós","005","641","FIDESZ-KDNP","SZSZB"
"27734","szigetszentmiklós-005","pest","szigetszentmiklós","005","597","JOBBIK","SZSZB"
"27735","szigetszentmiklós-005","pest","szigetszentmiklós","005","644","MSZP-PÁRBESZÉD","SZSZB"
"27736","szigetszentmiklós-006","pest","szigetszentmiklós","006","641","FIDESZ-KDNP","SZSZB"
"27737","szigetszentmiklós-006","pest","szigetszentmiklós","006","597","JOBBIK","SZSZB"
"27738","szigetszentmiklós-006","pest","szigetszentmiklós","006","641","FIDESZ-KDNP","SZSZB"
"27739","szigetszentmiklós-006","pest","szigetszentmiklós","006","644","MSZP-PÁRBESZÉD","SZSZB"
"27740","szigetszentmiklós-006","pest","szigetszentmiklós","006","644","MSZP-PÁRBESZÉD","SZSZB"
"27741","szigetszentmiklós-007","pest","szigetszentmiklós","007","641","FIDESZ-KDNP","SZSZB"
"27742","szigetszentmiklós-007","pest","szigetszentmiklós","007","597","JOBBIK","SZSZB"
"27743","szigetszentmiklós-007","pest","szigetszentmiklós","007","599","DK","SZSZB"
"27744","szigetszentmiklós-007","pest","szigetszentmiklós","007","599","DK","SZSZB"
"27745","szigetszentmiklós-007","pest","szigetszentmiklós","007","644","MSZP-PÁRBESZÉD","SZSZB"
"27746","szigetszentmiklós-007","pest","szigetszentmiklós","007","641","FIDESZ-KDNP","SZSZB"
"27747","szigetszentmiklós-008","pest","szigetszentmiklós","008","644","MSZP-PÁRBESZÉD","SZSZB"
"27748","szigetszentmiklós-008","pest","szigetszentmiklós","008","641","FIDESZ-KDNP","SZSZB"
"27749","szigetszentmiklós-008","pest","szigetszentmiklós","008","641","FIDESZ-KDNP","SZSZB"
"27750","szigetszentmiklós-008","pest","szigetszentmiklós","008","597","JOBBIK","SZSZB"
"27751","szigetszentmiklós-009","pest","szigetszentmiklós","009","644","MSZP-PÁRBESZÉD","SZSZB"
"27752","szigetszentmiklós-009","pest","szigetszentmiklós","009","641","FIDESZ-KDNP","SZSZB"
"27753","szigetszentmiklós-009","pest","szigetszentmiklós","009","597","JOBBIK","SZSZB"
"27754","szigetszentmiklós-009","pest","szigetszentmiklós","009","641","FIDESZ-KDNP","SZSZB"
"27755","szigetszentmiklós-010","pest","szigetszentmiklós","010","597","JOBBIK","SZSZB"
"27756","szigetszentmiklós-010","pest","szigetszentmiklós","010","641","FIDESZ-KDNP","SZSZB"
"27757","szigetszentmiklós-010","pest","szigetszentmiklós","010","644","MSZP-PÁRBESZÉD","SZSZB"
"27758","szigetszentmiklós-010","pest","szigetszentmiklós","010","641","FIDESZ-KDNP","SZSZB"
"27759","szigetszentmiklós-011","pest","szigetszentmiklós","011","641","FIDESZ-KDNP","SZSZB"
"27760","szigetszentmiklós-011","pest","szigetszentmiklós","011","644","MSZP-PÁRBESZÉD","SZSZB"
"27761","szigetszentmiklós-011","pest","szigetszentmiklós","011","641","FIDESZ-KDNP","SZSZB"
"27762","szigetszentmiklós-011","pest","szigetszentmiklós","011","597","JOBBIK","SZSZB"
"27763","szigetszentmiklós-012","pest","szigetszentmiklós","012","644","MSZP-PÁRBESZÉD","SZSZB"
"27764","szigetszentmiklós-012","pest","szigetszentmiklós","012","641","FIDESZ-KDNP","SZSZB"
"27765","szigetszentmiklós-012","pest","szigetszentmiklós","012","644","MSZP-PÁRBESZÉD","SZSZB"
"27766","szigetszentmiklós-012","pest","szigetszentmiklós","012","597","JOBBIK","SZSZB"
"27767","szigetszentmiklós-012","pest","szigetszentmiklós","012","641","FIDESZ-KDNP","SZSZB"
"27768","szigetszentmiklós-013","pest","szigetszentmiklós","013","644","MSZP-PÁRBESZÉD","SZSZB"
"27769","szigetszentmiklós-013","pest","szigetszentmiklós","013","641","FIDESZ-KDNP","SZSZB"
"27770","szigetszentmiklós-013","pest","szigetszentmiklós","013","597","JOBBIK","SZSZB"
"27771","szigetszentmiklós-013","pest","szigetszentmiklós","013","641","FIDESZ-KDNP","SZSZB"
"27772","szigetszentmiklós-014","pest","szigetszentmiklós","014","597","JOBBIK","SZSZB"
"27773","szigetszentmiklós-014","pest","szigetszentmiklós","014","641","FIDESZ-KDNP","SZSZB"
"27774","szigetszentmiklós-014","pest","szigetszentmiklós","014","641","FIDESZ-KDNP","SZSZB"
"27775","szigetszentmiklós-014","pest","szigetszentmiklós","014","644","MSZP-PÁRBESZÉD","SZSZB"
"27776","szigetszentmiklós-015","pest","szigetszentmiklós","015","644","MSZP-PÁRBESZÉD","SZSZB"
"27777","szigetszentmiklós-015","pest","szigetszentmiklós","015","641","FIDESZ-KDNP","SZSZB"
"27778","szigetszentmiklós-015","pest","szigetszentmiklós","015","597","JOBBIK","SZSZB"
"27779","szigetszentmiklós-015","pest","szigetszentmiklós","015","641","FIDESZ-KDNP","SZSZB"
"27780","szigetszentmiklós-016","pest","szigetszentmiklós","016","644","MSZP-PÁRBESZÉD","SZSZB"
"27781","szigetszentmiklós-016","pest","szigetszentmiklós","016","597","JOBBIK","SZSZB"
"27782","szigetszentmiklós-016","pest","szigetszentmiklós","016","641","FIDESZ-KDNP","SZSZB"
"27783","szigetszentmiklós-016","pest","szigetszentmiklós","016","641","FIDESZ-KDNP","SZSZB"
"27784","szigetszentmiklós-017","pest","szigetszentmiklós","017","641","FIDESZ-KDNP","SZSZB"
"27785","szigetszentmiklós-017","pest","szigetszentmiklós","017","597","JOBBIK","SZSZB"
"27786","szigetszentmiklós-017","pest","szigetszentmiklós","017","644","MSZP-PÁRBESZÉD","SZSZB"
"27787","szigetszentmiklós-017","pest","szigetszentmiklós","017","641","FIDESZ-KDNP","SZSZB"
"27788","szigetszentmiklós-018","pest","szigetszentmiklós","018","641","FIDESZ-KDNP","SZSZB"
"27789","szigetszentmiklós-018","pest","szigetszentmiklós","018","641","FIDESZ-KDNP","SZSZB"
"27790","szigetszentmiklós-018","pest","szigetszentmiklós","018","644","MSZP-PÁRBESZÉD","SZSZB"
"27791","szigetszentmiklós-018","pest","szigetszentmiklós","018","597","JOBBIK","SZSZB"
"27792","szigetszentmiklós-019","pest","szigetszentmiklós","019","641","FIDESZ-KDNP","SZSZB"
"27793","szigetszentmiklós-019","pest","szigetszentmiklós","019","644","MSZP-PÁRBESZÉD","SZSZB"
"27794","szigetszentmiklós-019","pest","szigetszentmiklós","019","641","FIDESZ-KDNP","SZSZB"
"27795","szigetszentmiklós-019","pest","szigetszentmiklós","019","597","JOBBIK","SZSZB"
"27796","szigetszentmiklós-020","pest","szigetszentmiklós","020","641","FIDESZ-KDNP","SZSZB"
"27797","szigetszentmiklós-020","pest","szigetszentmiklós","020","641","FIDESZ-KDNP","SZSZB"
"27798","szigetszentmiklós-020","pest","szigetszentmiklós","020","597","JOBBIK","SZSZB"
"27799","szigetszentmiklós-020","pest","szigetszentmiklós","020","644","MSZP-PÁRBESZÉD","SZSZB"
"27800","szigetszentmiklós-021","pest","szigetszentmiklós","021","641","FIDESZ-KDNP","SZSZB"
"27801","szigetszentmiklós-021","pest","szigetszentmiklós","021","644","MSZP-PÁRBESZÉD","SZSZB"
"27802","szigetszentmiklós-021","pest","szigetszentmiklós","021","597","JOBBIK","SZSZB"
"27803","szigetszentmiklós-021","pest","szigetszentmiklós","021","641","FIDESZ-KDNP","SZSZB"
"27804","szigetszentmiklós-022","pest","szigetszentmiklós","022","641","FIDESZ-KDNP","SZSZB"
"27805","szigetszentmiklós-022","pest","szigetszentmiklós","022","580","LMP","SZSZB"
"27806","szigetszentmiklós-022","pest","szigetszentmiklós","022","599","DK","SZSZB"
"27807","szigetszentmiklós-022","pest","szigetszentmiklós","022","599","DK","SZSZB"
"27808","szigetszentmiklós-022","pest","szigetszentmiklós","022","597","JOBBIK","SZSZB"
"27809","szigetszentmiklós-022","pest","szigetszentmiklós","022","644","MSZP-PÁRBESZÉD","SZSZB"
"27810","szigetszentmiklós-022","pest","szigetszentmiklós","022","644","MSZP-PÁRBESZÉD","SZSZB"
"27811","szigetszentmiklós-022","pest","szigetszentmiklós","022","641","FIDESZ-KDNP","SZSZB"
"27812","szigetszentmiklós-023","pest","szigetszentmiklós","023","644","MSZP-PÁRBESZÉD","SZSZB"
"27813","szigetszentmiklós-023","pest","szigetszentmiklós","023","641","FIDESZ-KDNP","SZSZB"
"27814","szigetszentmiklós-023","pest","szigetszentmiklós","023","597","JOBBIK","SZSZB"
"27815","szigetszentmiklós-023","pest","szigetszentmiklós","023","599","DK","SZSZB"
"27816","szigetszentmiklós-023","pest","szigetszentmiklós","023","599","DK","SZSZB"
"27817","szigetszentmiklós-023","pest","szigetszentmiklós","023","641","FIDESZ-KDNP","SZSZB"
"27818","szigetszentmiklós-024","pest","szigetszentmiklós","024","644","MSZP-PÁRBESZÉD","SZSZB"
"27819","szigetszentmiklós-024","pest","szigetszentmiklós","024","641","FIDESZ-KDNP","SZSZB"
"27820","szigetszentmiklós-024","pest","szigetszentmiklós","024","580","LMP","SZSZB"
"27821","szigetszentmiklós-024","pest","szigetszentmiklós","024","597","JOBBIK","SZSZB"
"27822","szigetszentmiklós-024","pest","szigetszentmiklós","024","641","FIDESZ-KDNP","SZSZB"
"27823","szigetszentmiklós-025","pest","szigetszentmiklós","025","641","FIDESZ-KDNP","SZSZB"
"27824","szigetszentmiklós-025","pest","szigetszentmiklós","025","597","JOBBIK","SZSZB"
"27825","szigetszentmiklós-025","pest","szigetszentmiklós","025","641","FIDESZ-KDNP","SZSZB"
"27826","szigetszentmiklós-025","pest","szigetszentmiklós","025","644","MSZP-PÁRBESZÉD","SZSZB"
"27827","szigetszentmiklós-026","pest","szigetszentmiklós","026","644","MSZP-PÁRBESZÉD","SZSZB"
"27828","szigetszentmiklós-026","pest","szigetszentmiklós","026","641","FIDESZ-KDNP","SZSZB"
"27829","szigetszentmiklós-026","pest","szigetszentmiklós","026","641","FIDESZ-KDNP","SZSZB"
"27830","szigetszentmiklós-026","pest","szigetszentmiklós","026","597","JOBBIK","SZSZB"
"27831","szigetszentmiklós-027","pest","szigetszentmiklós","027","641","FIDESZ-KDNP","SZSZB"
"27832","szigetszentmiklós-027","pest","szigetszentmiklós","027","597","JOBBIK","SZSZB"
"27833","szigetszentmiklós-027","pest","szigetszentmiklós","027","641","FIDESZ-KDNP","SZSZB"
"27834","szigetszentmiklós-027","pest","szigetszentmiklós","027","644","MSZP-PÁRBESZÉD","SZSZB"
"27835","szigetszentmiklós-028","pest","szigetszentmiklós","028","641","FIDESZ-KDNP","SZSZB"
"27836","szigetszentmiklós-028","pest","szigetszentmiklós","028","644","MSZP-PÁRBESZÉD","SZSZB"
"27837","szigetszentmiklós-028","pest","szigetszentmiklós","028","597","JOBBIK","SZSZB"
"27838","szigetszentmiklós-028","pest","szigetszentmiklós","028","641","FIDESZ-KDNP","SZSZB"
"27839","szigetszentmiklós-029","pest","szigetszentmiklós","029","597","JOBBIK","SZSZB"
"27840","szigetszentmiklós-029","pest","szigetszentmiklós","029","641","FIDESZ-KDNP","SZSZB"
"27841","szigetszentmiklós-029","pest","szigetszentmiklós","029","644","MSZP-PÁRBESZÉD","SZSZB"
"27842","szigetszentmiklós-029","pest","szigetszentmiklós","029","641","FIDESZ-KDNP","SZSZB"
"27843","szigetszentmiklós-030","pest","szigetszentmiklós","030","641","FIDESZ-KDNP","SZSZB"
"27844","szigetszentmiklós-030","pest","szigetszentmiklós","030","597","JOBBIK","SZSZB"
"27845","szigetszentmiklós-030","pest","szigetszentmiklós","030","641","FIDESZ-KDNP","SZSZB"
"27846","szigetszentmiklós-030","pest","szigetszentmiklós","030","644","MSZP-PÁRBESZÉD","SZSZB"
"27847","szigetszentmiklós-08","pest","szigetszentmiklós","08","641","FIDESZ-KDNP","OEVB"
"27848","szigetszentmiklós-08","pest","szigetszentmiklós","08",NA,NA,"OEVB"
"27849","szigetszentmiklós-08","pest","szigetszentmiklós","08",NA,NA,"OEVB"
"27850","szigetszentmiklós-08","pest","szigetszentmiklós","08","644","MSZP-PÁRBESZÉD","OEVB"
"27851","szigetújfalu-001","pest","szigetújfalu","001","641","FIDESZ-KDNP","SZSZB"
"27852","szigetújfalu-001","pest","szigetújfalu","001","644","MSZP-PÁRBESZÉD","SZSZB"
"27853","szigetújfalu-001","pest","szigetújfalu","001","641","FIDESZ-KDNP","SZSZB"
"27854","szigetújfalu-001","pest","szigetújfalu","001",NA,NA,"SZSZB"
"27855","szigetújfalu-002","pest","szigetújfalu","002",NA,NA,"SZSZB"
"27856","szigetújfalu-002","pest","szigetújfalu","002","644","MSZP-PÁRBESZÉD","SZSZB"
"27857","szigetújfalu-002","pest","szigetújfalu","002","641","FIDESZ-KDNP","SZSZB"
"27858","szigetújfalu-002","pest","szigetújfalu","002","641","FIDESZ-KDNP","SZSZB"
"27859","szigetvár-001","baranya","szigetvár","001","597","JOBBIK","SZSZB"
"27860","szigetvár-001","baranya","szigetvár","001","644","MSZP-PÁRBESZÉD","SZSZB"
"27861","szigetvár-001","baranya","szigetvár","001","641","FIDESZ-KDNP","SZSZB"
"27862","szigetvár-001","baranya","szigetvár","001","599","DK","SZSZB"
"27863","szigetvár-002","baranya","szigetvár","002","644","MSZP-PÁRBESZÉD","SZSZB"
"27864","szigetvár-002","baranya","szigetvár","002","641","FIDESZ-KDNP","SZSZB"
"27865","szigetvár-003","baranya","szigetvár","003","644","MSZP-PÁRBESZÉD","SZSZB"
"27866","szigetvár-003","baranya","szigetvár","003","641","FIDESZ-KDNP","SZSZB"
"27867","szigetvár-004","baranya","szigetvár","004","644","MSZP-PÁRBESZÉD","SZSZB"
"27868","szigetvár-004","baranya","szigetvár","004","641","FIDESZ-KDNP","SZSZB"
"27869","szigetvár-005","baranya","szigetvár","005","641","FIDESZ-KDNP","SZSZB"
"27870","szigetvár-005","baranya","szigetvár","005","599","DK","SZSZB"
"27871","szigetvár-005","baranya","szigetvár","005","599","DK","SZSZB"
"27872","szigetvár-006","baranya","szigetvár","006","599","DK","SZSZB"
"27873","szigetvár-006","baranya","szigetvár","006","536","EGYÜTT","SZSZB"
"27874","szigetvár-006","baranya","szigetvár","006","641","FIDESZ-KDNP","SZSZB"
"27875","szigetvár-007","baranya","szigetvár","007","644","MSZP-PÁRBESZÉD","SZSZB"
"27876","szigetvár-007","baranya","szigetvár","007","641","FIDESZ-KDNP","SZSZB"
"27877","szigetvár-008","baranya","szigetvár","008","597","JOBBIK","SZSZB"
"27878","szigetvár-008","baranya","szigetvár","008","641","FIDESZ-KDNP","SZSZB"
"27879","szigetvár-008","baranya","szigetvár","008","599","DK","SZSZB"
"27880","szigetvár-009","baranya","szigetvár","009","641","FIDESZ-KDNP","SZSZB"
"27881","szigetvár-009","baranya","szigetvár","009","597","JOBBIK","SZSZB"
