"","id","kistelepules","total","fidesz","ellenzek","is_fidesz","is_ellenzek","megyeid","megye","telepid","telep","oevk","szavazokor","ervenyes","ervenytelen","orsz_fidesz","orsz_jobbik","orsz_lmp","orsz_mszp","orsz_dk","orsz_egyutt","orsz_momentum","orsz_mkkp"
"11","abaliget-001",1,2,1,0,1,0,2,"BARANYA",1,"Abaliget",4,"001",373,0.00797872340425532,0.38031914893617,0.242021276595745,0.0851063829787234,0.13031914893617,0.0478723404255319,0.0106382978723404,0.0319148936170213,0.0372340425531915
"12","abasár-001",0,5,2,2,1,1,10,"HEVES",1,"Abasár",2,"001",697,0.0210674157303371,0.456460674157303,0.303370786516854,0.0449438202247191,0.0955056179775281,0.0533707865168539,0.00280898876404494,0.0154494382022472,0.0126404494382022
"13","abasár-002",0,4,2,1,1,1,10,"HEVES",1,"Abasár",2,"002",723,0.0122950819672131,0.403005464480874,0.355191256830601,0.0355191256830601,0.0956284153005464,0.0614754098360656,0,0.0163934426229508,0.0122950819672131
"14","abaújalpár-001",1,2,1,0,1,0,5,"BORSOD-ABAÚJ-ZEMPLÉN",1,"Abaújalpár",5,"001",42,0.0454545454545455,0.5,0.181818181818182,0.0909090909090909,0.113636363636364,0.0227272727272727,0.0227272727272727,0.0227272727272727,0
"15","abaújkér-001",0,3,2,1,1,1,5,"BORSOD-ABAÚJ-ZEMPLÉN",2,"Abaújkér",5,"001",286,0.0171821305841924,0.532646048109966,0.302405498281787,0.0378006872852234,0.0652920962199313,0.0171821305841924,0,0.00343642611683849,0.00687285223367698
"16","abaújkér-002",0,2,1,1,1,1,5,"BORSOD-ABAÚJ-ZEMPLÉN",2,"Abaújkér",5,"002",52,0,0.480769230769231,0.326923076923077,0.0192307692307692,0.0769230769230769,0,0,0,0.0384615384615385
"17","abaújlak-001",1,2,1,0,1,0,5,"BORSOD-ABAÚJ-ZEMPLÉN",3,"Abaújlak",4,"001",55,0,0.672727272727273,0.236363636363636,0,0.0363636363636364,0.0181818181818182,0,0.0181818181818182,0
"18","abaújszántó-001",0,3,2,1,1,1,5,"BORSOD-ABAÚJ-ZEMPLÉN",4,"Abaújszántó",5,"001",460,0.00647948164146868,0.464362850971922,0.285097192224622,0.0712742980561555,0.0928725701943845,0.0367170626349892,0.00215982721382289,0.00647948164146868,0.0107991360691145
"19","abaújszántó-002",0,4,2,2,1,1,5,"BORSOD-ABAÚJ-ZEMPLÉN",4,"Abaújszántó",5,"002",488,0.0220440881763527,0.430861723446894,0.340681362725451,0.0781563126252505,0.0861723446893788,0.0160320641282565,0,0.0120240480961924,0.00601202404809619
"20","abaújszántó-003",0,4,2,2,1,1,5,"BORSOD-ABAÚJ-ZEMPLÉN",4,"Abaújszántó",5,"003",464,0.0252100840336134,0.489495798319328,0.289915966386555,0.0882352941176471,0.0714285714285714,0.0147058823529412,0,0.00840336134453781,0.0168067226890756
"21","abaújszolnok-001",1,2,0,1,0,1,5,"BORSOD-ABAÚJ-ZEMPLÉN",5,"Abaújszolnok",4,"001",52,0,0.442307692307692,0.0384615384615385,0,0.211538461538462,0,0,0,0
"22","abaújvár-001",1,2,1,0,1,0,5,"BORSOD-ABAÚJ-ZEMPLÉN",6,"Abaújvár",5,"001",103,0,0.689320388349515,0.174757281553398,0.0388349514563107,0.0194174757281553,0.0194174757281553,0.00970873786407767,0.029126213592233,0.00970873786407767
"23","abda-001",0,4,2,2,1,1,8,"GYOR-MOSON-SOPRON",1,"Abda",5,"001",456,0.012987012987013,0.443722943722944,0.196969696969697,0.0974025974025974,0.138528138528139,0.0476190476190476,0.00432900432900433,0.0324675324675325,0.0216450216450216
"24","abda-002",0,2,2,0,1,0,8,"GYOR-MOSON-SOPRON",1,"Abda",5,"002",462,0.0149253731343284,0.484008528784648,0.228144989339019,0.0810234541577825,0.110874200426439,0.0383795309168444,0.00426439232409382,0.0149253731343284,0.023454157782516
"25","abda-003",0,2,2,0,1,0,8,"GYOR-MOSON-SOPRON",1,"Abda",5,"003",522,0.0206378986866792,0.545966228893058,0.172607879924953,0.0863039399624766,0.118198874296435,0.0187617260787993,0.00938086303939963,0.00938086303939963,0.0150093808630394
"26","abda-004",0,2,2,0,1,0,8,"GYOR-MOSON-SOPRON",1,"Abda",5,"004",432,0.0159453302961276,0.453302961275626,0.195899772209567,0.0956719817767654,0.125284738041002,0.0478359908883827,0.00455580865603645,0.0250569476082005,0.0296127562642369
"27","abod-001",2,4,2,0,1,0,5,"BORSOD-ABAÚJ-ZEMPLÉN",7,"Abod",4,"001",108,0.027027027027027,0.666666666666667,0.153153153153153,0.018018018018018,0.0630630630630631,0,0.00900900900900901,0.018018018018018,0.027027027027027
"28","abony-001",0,4,2,2,1,1,14,"PEST",1,"Abony",12,"001",358,0.0191780821917808,0.632876712328767,0.180821917808219,0.0273972602739726,0.0602739726027397,0.0575342465753425,0,0.00821917808219178,0.0136986301369863
"29","abony-002",0,3,1,2,1,1,14,"PEST",1,"Abony",12,"002",451,0.0152838427947598,0.609170305676856,0.174672489082969,0.0633187772925764,0.0414847161572052,0.0567685589519651,0.00218340611353712,0.00873362445414847,0.0131004366812227
"30","abony-003",0,3,1,2,1,1,14,"PEST",1,"Abony",12,"003",455,0.00871459694989107,0.631808278867102,0.198257080610022,0.0457516339869281,0.0457516339869281,0.0261437908496732,0.00217864923747277,0.00871459694989107,0.00435729847494553
"31","abony-004",0,4,1,3,1,1,14,"PEST",1,"Abony",12,"004",461,0.0107296137339056,0.564377682403433,0.206008583690987,0.0450643776824034,0.0901287553648069,0.0407725321888412,0.00214592274678112,0.0321888412017167,0.0107296137339056
"32","abony-005",0,4,2,2,1,1,14,"PEST",1,"Abony",12,"005",435,0.0158371040723982,0.552036199095023,0.183257918552036,0.0475113122171946,0.0791855203619909,0.0429864253393665,0.00678733031674208,0.0271493212669683,0.0113122171945701
"33","abony-006",0,3,1,2,1,1,14,"PEST",1,"Abony",12,"006",454,0.00873362445414847,0.587336244541485,0.205240174672489,0.0567685589519651,0.0764192139737991,0.0131004366812227,0.00218340611353712,0.0131004366812227,0.0262008733624454
"34","abony-007",0,3,1,2,1,1,14,"PEST",1,"Abony",12,"007",414,0.0119331742243437,0.539379474940334,0.205250596658711,0.0405727923627685,0.0906921241050119,0.0525059665871122,0.00477326968973747,0.0262529832935561,0.00954653937947494
"35","abony-008",0,3,1,2,1,1,14,"PEST",1,"Abony",12,"008",470,0.00423728813559322,0.567796610169492,0.224576271186441,0.0466101694915254,0.0847457627118644,0.0360169491525424,0.00423728813559322,0.0105932203389831,0.0105932203389831
"36","abony-009",0,3,1,2,1,1,14,"PEST",1,"Abony",12,"009",439,0,0.564920273348519,0.248291571753986,0.0341685649202733,0.0683371298405467,0.041002277904328,0.00455580865603645,0.0136674259681093,0.0136674259681093
"37","abony-010",0,3,1,2,1,1,14,"PEST",1,"Abony",12,"010",467,0.0189075630252101,0.567226890756303,0.247899159663866,0.0315126050420168,0.0714285714285714,0.046218487394958,0.00210084033613445,0.00420168067226891,0.00630252100840336
"38","abony-011",0,3,1,2,1,1,14,"PEST",1,"Abony",12,"011",483,0.0122699386503067,0.570552147239264,0.198364008179959,0.0531697341513292,0.081799591002045,0.0633946830265849,0,0.0122699386503067,0.00408997955010225
"39","abony-012",0,3,1,2,1,1,14,"PEST",1,"Abony",12,"012",432,0.00917431192660551,0.504587155963303,0.240825688073394,0.073394495412844,0.0779816513761468,0.036697247706422,0.0137614678899083,0.018348623853211,0.0114678899082569
"40","abony-013",0,3,1,2,1,1,14,"PEST",1,"Abony",12,"013",463,0.0127931769722814,0.486140724946695,0.249466950959488,0.0660980810234542,0.100213219616205,0.0511727078891258,0,0.0191897654584222,0.0170575692963753
"41","abony-014",0,4,2,2,1,1,14,"PEST",1,"Abony",12,"014",440,0.0134529147982063,0.511210762331839,0.228699551569507,0.0448430493273543,0.112107623318386,0.0426008968609865,0.00224215246636771,0.0224215246636771,0.0134529147982063
"42","abony-015",0,3,1,2,1,1,14,"PEST",1,"Abony",12,"015",448,0.011037527593819,0.512141280353201,0.251655629139073,0.0684326710816777,0.0640176600441501,0.0551876379690949,0,0.0154525386313466,0.011037527593819
"43","abony-016",0,4,2,2,1,1,14,"PEST",1,"Abony",12,"016",440,0,0.588636363636364,0.190909090909091,0.0454545454545455,0.0545454545454545,0.075,0,0.025,0.0136363636363636
"44","ábrahámhegy-001",3,6,1,2,1,1,19,"VESZPRÉM",7,"Ábrahámhegy",3,"001",336,0,0.56547619047619,0.178571428571429,0.0505952380952381,0.142857142857143,0.0416666666666667,0,0.0119047619047619,0
"45","ács-001",0,3,1,2,1,1,12,"KOMÁROM-ESZTERGOM",4,"Ács",3,"001",459,0.0150214592274678,0.542918454935622,0.214592274678112,0.0429184549356223,0.0708154506437768,0.036480686695279,0.00214592274678112,0.0622317596566524,0.0171673819742489
"46","ács-002",0,3,2,1,1,1,12,"KOMÁROM-ESZTERGOM",4,"Ács",3,"002",450,0,0.526666666666667,0.173333333333333,0.0688888888888889,0.0933333333333333,0.0422222222222222,0,0.0488888888888889,0.0222222222222222
"47","ács-003",0,4,1,3,1,1,12,"KOMÁROM-ESZTERGOM",4,"Ács",3,"003",511,0.00776699029126214,0.514563106796116,0.262135922330097,0.0718446601941748,0.0524271844660194,0.0407766990291262,0,0.0252427184466019,0.00970873786407767
"48","ács-004",0,3,1,2,1,1,12,"KOMÁROM-ESZTERGOM",4,"Ács",3,"004",347,0.019774011299435,0.598870056497175,0.18361581920904,0.0282485875706215,0.0508474576271186,0.0423728813559322,0,0.0508474576271186,0
"49","ács-005",0,2,1,1,1,1,12,"KOMÁROM-ESZTERGOM",4,"Ács",3,"005",394,0.012531328320802,0.659147869674185,0.142857142857143,0.050125313283208,0.0476190476190476,0.025062656641604,0.0025062656641604,0.0576441102756892,0.0025062656641604
"50","ács-006",0,3,2,1,1,1,12,"KOMÁROM-ESZTERGOM",4,"Ács",3,"006",437,0,0.560640732265446,0.219679633867277,0.0549199084668192,0.0480549199084668,0.022883295194508,0.0022883295194508,0.045766590389016,0.0251716247139588
"51","ács-007",0,5,2,3,1,1,12,"KOMÁROM-ESZTERGOM",4,"Ács",3,"007",469,0.0188284518828452,0.50836820083682,0.230125523012552,0.0543933054393305,0.102510460251046,0.0292887029288703,0,0.0439330543933054,0.0125523012552301
"52","ács-008",0,3,1,2,1,1,12,"KOMÁROM-ESZTERGOM",4,"Ács",3,"008",465,0.0106382978723404,0.617021276595745,0.172340425531915,0.025531914893617,0.0468085106382979,0.0659574468085106,0.00212765957446809,0.0297872340425532,0.0148936170212766
"53","acsa-001",4,8,2,1,1,1,14,"PEST",2,"Acsa",4,"001",681,0.00583941605839416,0.54014598540146,0.198540145985401,0.0423357664233577,0.0744525547445255,0.0306569343065693,0.00291970802919708,0.0102189781021898,0.0160583941605839
"54","acsád-001",1,2,1,0,1,0,18,"VAS",1,"Acsád",2,"001",323,0.0271084337349398,0.557228915662651,0.126506024096386,0.072289156626506,0.114457831325301,0.0512048192771084,0.00301204819277108,0.0150602409638554,0.00903614457831325
"55","acsalag-001",3,6,1,2,1,1,8,"GYOR-MOSON-SOPRON",2,"Acsalag",3,"001",318,0.00934579439252336,0.785046728971963,0.0965732087227414,0.0186915887850467,0.0498442367601246,0.0311526479750779,0,0.00311526479750779,0.00311526479750779
"56","ácsteszér-001",3,6,2,1,1,1,12,"KOMÁROM-ESZTERGOM",5,"Ácsteszér",3,"001",355,0.00560224089635854,0.621848739495798,0.221288515406162,0.0252100840336134,0.0700280112044818,0.0364145658263305,0,0.00840336134453781,0.00560224089635854
"57","adács-001",0,3,1,0,1,0,10,"HEVES",2,"Adács",3,"001",357,0.0192307692307692,0.445054945054945,0.431318681318681,0.0164835164835165,0.0494505494505494,0.0164835164835165,0.00274725274725275,0.010989010989011,0.010989010989011
"58","adács-002",0,3,1,0,1,0,10,"HEVES",2,"Adács",3,"002",495,0.00201612903225806,0.493951612903226,0.330645161290323,0.0201612903225806,0.0806451612903226,0.0282258064516129,0.00201612903225806,0.0201612903225806,0.00604838709677419
"59","adács-003",0,3,1,0,1,0,10,"HEVES",2,"Adács",3,"003",441,0.0243362831858407,0.524336283185841,0.316371681415929,0.0132743362831858,0.0597345132743363,0.0221238938053097,0.00221238938053097,0.0154867256637168,0.00221238938053097
"60","ádánd-001",0,3,1,2,1,1,15,"SOMOGY",3,"Ádánd",4,"001",464,0.0169491525423729,0.567796610169492,0.239406779661017,0.0444915254237288,0.0720338983050847,0.0296610169491525,0.00847457627118644,0.00423728813559322,0.0105932203389831
"61","ádánd-002",0,4,2,2,1,1,15,"SOMOGY",3,"Ádánd",4,"002",595,0.00998336106489185,0.537437603993344,0.267886855241265,0.0282861896838602,0.0715474209650582,0.0465890183028286,0,0.0116472545757072,0.00998336106489185
"62","adásztevel-001",2,4,1,1,1,1,19,"VESZPRÉM",1,"Adásztevel",4,"001",471,0.00211864406779661,0.625,0.154661016949153,0.0169491525423729,0.0466101694915254,0.0211864406779661,0.00211864406779661,0.0105932203389831,0.00847457627118644
"63","adony-001",0,4,1,3,1,1,7,"FEJÉR",2,"Adony",4,"001",655,0.00606980273141123,0.44309559939302,0.257966616084977,0.0424886191198786,0.0880121396054628,0.0940819423368741,0.00758725341426404,0.0242792109256449,0.0136570561456753
"64","adony-002",0,3,1,2,1,1,7,"FEJÉR",2,"Adony",4,"002",648,0.00460829493087558,0.460829493087558,0.261136712749616,0.0460829493087558,0.0937019969278034,0.0814132104454685,0.00153609831029186,0.0122887864823349,0.0122887864823349
"65","adony-003",0,3,1,2,1,1,7,"FEJÉR",2,"Adony",4,"003",716,0.00831024930747922,0.43213296398892,0.293628808864266,0.0595567867036011,0.0941828254847645,0.0401662049861496,0.00277008310249307,0.0277008310249307,0.00969529085872576
"66","adorjánháza-001",2,4,2,0,1,0,19,"VESZPRÉM",2,"Adorjánháza",4,"001",210,0.0277777777777778,0.777777777777778,0.115740740740741,0.00925925925925926,0.0231481481481481,0.0277777777777778,0,0.0138888888888889,0
"67","adorjás-001",2,4,1,1,1,1,2,"BARANYA",2,"Adorjás",4,"001",80,0.024390243902439,0.658536585365854,0.109756097560976,0.024390243902439,0.146341463414634,0.0365853658536585,0,0,0
"68","ágasegyháza-001",0,4,2,2,1,1,3,"BÁCS-KISKUN",3,"Ágasegyháza",4,"001",512,0.0058252427184466,0.671844660194175,0.149514563106796,0.0504854368932039,0.0640776699029126,0.0252427184466019,0.00194174757281553,0.0116504854368932,0.0058252427184466
"69","ágasegyháza-002",0,4,2,2,1,1,3,"BÁCS-KISKUN",3,"Ágasegyháza",4,"002",484,0.0222222222222222,0.614141414141414,0.197979797979798,0.0505050505050505,0.0545454545454545,0.0343434343434343,0.00202020202020202,0.00808080808080808,0.0101010101010101
"70","ágfalva-001",0,3,2,1,1,1,8,"GYOR-MOSON-SOPRON",4,"Ágfalva",4,"001",587,0.00170068027210884,0.566326530612245,0.120748299319728,0.0493197278911565,0.0731292517006803,0.0272108843537415,0,0.0357142857142857,0.0102040816326531
"71","ágfalva-002",0,3,2,1,1,1,8,"GYOR-MOSON-SOPRON",4,"Ágfalva",4,"002",656,0.00606060606060606,0.440909090909091,0.175757575757576,0.0560606060606061,0.0984848484848485,0.0136363636363636,0.00606060606060606,0.0196969696969697,0.0196969696969697
"72","aggtelek-001",3,6,2,1,1,1,5,"BORSOD-ABAÚJ-ZEMPLÉN",8,"Aggtelek",3,"001",325,0.0121580547112462,0.522796352583587,0.297872340425532,0.027355623100304,0.0972644376899696,0.0212765957446809,0,0.0060790273556231,0.00911854103343465
"73","agyagosszergény-001",2,4,1,1,1,1,8,"GYOR-MOSON-SOPRON",3,"Agyagosszergény",3,"001",556,0.00714285714285714,0.653571428571429,0.176785714285714,0.0410714285714286,0.0678571428571429,0.0178571428571429,0.00357142857142857,0.0232142857142857,0.00892857142857143
"74","ajak-001",0,5,2,3,1,1,16,"SZABOLCS-SZATMÁR-BEREG",1,"Ajak",3,"001",686,0.00867052023121387,0.528901734104046,0.254335260115607,0.0216763005780347,0.108381502890173,0.0346820809248555,0.00289017341040462,0.0187861271676301,0.00289017341040462
"75","ajak-002",0,5,2,3,1,1,16,"SZABOLCS-SZATMÁR-BEREG",1,"Ajak",3,"002",700,0.0084985835694051,0.504249291784703,0.286118980169972,0.0524079320113314,0.0736543909348442,0.0269121813031161,0.00141643059490085,0.0269121813031161,0.0056657223796034
"76","ajak-003",0,5,2,3,1,1,16,"SZABOLCS-SZATMÁR-BEREG",1,"Ajak",3,"003",785,0.00758533501896334,0.609355246523388,0.232616940581542,0.0265486725663717,0.0733249051833123,0.0278128950695322,0.00126422250316056,0.011378002528445,0.00505689001264223
"77","ajka-001",0,4,2,2,1,1,19,"VESZPRÉM",3,"Ajka",3,"001",624,0.00319488817891374,0.461661341853035,0.201277955271566,0.0686900958466454,0.140575079872204,0.0638977635782748,0.00319488817891374,0.0223642172523962,0.0255591054313099
"78","ajka-002",0,5,2,3,1,1,19,"VESZPRÉM",3,"Ajka",3,"002",651,0.0136363636363636,0.510606060606061,0.190909090909091,0.0772727272727273,0.0909090909090909,0.0454545454545455,0.00454545454545455,0.0409090909090909,0.0212121212121212
"79","ajka-003",0,5,2,3,1,1,19,"VESZPRÉM",3,"Ajka",3,"003",553,0,0.423146473779385,0.235081374321881,0.0650994575045208,0.137432188065099,0.0524412296564195,0.0180831826401447,0.0397830018083183,0.0198915009041591
"80","ajka-004",0,4,2,2,1,1,19,"VESZPRÉM",3,"Ajka",3,"004",780,0.00636942675159236,0.44203821656051,0.169426751592357,0.0496815286624204,0.203821656050955,0.0751592356687898,0.00509554140127389,0.0254777070063694,0.0191082802547771
"81","ajka-005",0,4,2,2,1,1,19,"VESZPRÉM",3,"Ajka",3,"005",506,0.01171875,0.5,0.1953125,0.02734375,0.173828125,0.0703125,0,0.00390625,0.013671875
"82","ajka-006",0,5,2,3,1,1,19,"VESZPRÉM",3,"Ajka",3,"006",536,0.00556586270871985,0.447124304267161,0.192949907235622,0.0538033395176252,0.174397031539889,0.0760667903525046,0.00185528756957328,0.0148423005565863,0.0204081632653061
"83","ajka-007",0,4,2,2,1,1,19,"VESZPRÉM",3,"Ajka",3,"007",401,0.019559902200489,0.437652811735941,0.178484107579462,0.039119804400978,0.224938875305623,0.078239608801956,0.00244498777506112,0.0122249388753056,0.0097799511002445
"84","ajka-008",0,3,1,2,1,1,19,"VESZPRÉM",3,"Ajka",3,"008",605,0.00493421052631579,0.407894736842105,0.199013157894737,0.0526315789473684,0.210526315789474,0.0674342105263158,0.00328947368421053,0.0213815789473684,0.0279605263157895
"85","ajka-009",0,4,2,2,1,1,19,"VESZPRÉM",3,"Ajka",3,"009",543,0.00549450549450549,0.448717948717949,0.241758241758242,0.0494505494505494,0.153846153846154,0.0567765567765568,0.00732600732600733,0.0128205128205128,0.0128205128205128
"86","ajka-010",0,4,2,2,1,1,19,"VESZPRÉM",3,"Ajka",3,"010",579,0,0.38860103626943,0.219343696027634,0.0604490500863558,0.208981001727116,0.0518134715025907,0.00518134715025907,0.0241796200345423,0.0259067357512953
"87","ajka-011",0,4,2,2,1,1,19,"VESZPRÉM",3,"Ajka",3,"011",503,0,0.401590457256461,0.170974155069582,0.073558648111332,0.216699801192843,0.095427435387674,0,0.0139165009940358,0.0198807157057654
"88","ajka-012",0,5,2,3,1,1,19,"VESZPRÉM",3,"Ajka",3,"012",635,0.0093603744149766,0.413416536661466,0.232449297971919,0.062402496099844,0.171606864274571,0.0670826833073323,0.0031201248049922,0.0202808112324493,0.0140405616224649
"89","ajka-013",0,5,2,3,1,1,19,"VESZPRÉM",3,"Ajka",3,"013",413,0.0119617224880383,0.401913875598086,0.26555023923445,0.0598086124401914,0.165071770334928,0.0526315789473684,0.00478468899521531,0.0191387559808612,0.0167464114832536
"90","ajka-014",0,5,2,3,1,1,19,"VESZPRÉM",3,"Ajka",3,"014",684,0,0.383040935672515,0.226608187134503,0.0628654970760234,0.201754385964912,0.0687134502923977,0.00730994152046784,0.0190058479532164,0.0131578947368421
"91","ajka-015",0,3,2,1,1,1,19,"VESZPRÉM",3,"Ajka",3,"015",439,0,0.414578587699317,0.182232346241458,0.0523917995444191,0.195899772209567,0.0979498861047836,0,0.0250569476082005,0.0113895216400911
"92","ajka-016",0,5,2,3,1,1,19,"VESZPRÉM",3,"Ajka",3,"016",547,0,0.43327239488117,0.190127970749543,0.0457038391224863,0.177330895795247,0.109689213893967,0.00548446069469835,0.0164533820840951,0.00731261425959781
"93","ajka-017",0,3,2,1,1,1,19,"VESZPRÉM",3,"Ajka",3,"017",420,0.00237529691211401,0.432304038004751,0.228028503562945,0.0570071258907363,0.159144893111639,0.0522565320665083,0,0.0213776722090261,0.0308788598574822
"94","ajka-018",0,3,2,1,1,1,19,"VESZPRÉM",3,"Ajka",3,"018",641,0.0062015503875969,0.448062015503876,0.165891472868217,0.075968992248062,0.192248062015504,0.0542635658914729,0.00155038759689922,0.027906976744186,0.0217054263565891
"95","ajka-019",0,3,2,1,1,1,19,"VESZPRÉM",3,"Ajka",3,"019",605,0.00981996726677578,0.422258592471358,0.18494271685761,0.0818330605564648,0.194762684124386,0.0474631751227496,0.0016366612111293,0.0360065466448445,0.0147299509001637
"96","ajka-020",0,4,2,2,1,1,19,"VESZPRÉM",3,"Ajka",3,"020",551,0.00899280575539568,0.494604316546763,0.169064748201439,0.0467625899280576,0.190647482014388,0.052158273381295,0.00539568345323741,0.0107913669064748,0.0179856115107914
"97","ajka-021",0,4,2,2,1,1,19,"VESZPRÉM",3,"Ajka",3,"021",515,0.00770712909441233,0.46242774566474,0.215799614643545,0.0674373795761079,0.142581888246628,0.0539499036608863,0.00963391136801541,0.0173410404624277,0.0134874759152216
"98","ajka-022",0,5,2,3,1,1,19,"VESZPRÉM",3,"Ajka",3,"022",652,0.00609756097560976,0.457317073170732,0.23780487804878,0.0731707317073171,0.11890243902439,0.0503048780487805,0.00304878048780488,0.0365853658536585,0.0182926829268293
"99","ajka-023",0,5,2,3,1,1,19,"VESZPRÉM",3,"Ajka",3,"023",506,0.00589390962671906,0.475442043222004,0.233791748526523,0.0491159135559921,0.12573673870334,0.0589390962671906,0.00392927308447937,0.0255402750491159,0.0117878192534381
"100","ajka-024",0,5,2,3,1,1,19,"VESZPRÉM",3,"Ajka",3,"024",241,0.00413223140495868,0.409090909090909,0.243801652892562,0.0578512396694215,0.165289256198347,0.0537190082644628,0,0.0165289256198347,0.0247933884297521
"101","ajka-025",0,2,1,1,1,1,19,"VESZPRÉM",3,"Ajka",3,"025",645,0.00462962962962963,0.555555555555556,0.155864197530864,0.0509259259259259,0.0895061728395062,0.0246913580246914,0,0.0154320987654321,0.0108024691358025
"102","ajka-026",0,2,1,1,1,1,19,"VESZPRÉM",3,"Ajka",3,"026",690,0.00289017341040462,0.491329479768786,0.192196531791908,0.0520231213872832,0.153179190751445,0.0419075144508671,0.00289017341040462,0.0260115606936416,0.0216763005780347
"103","ajka-027",0,3,1,2,1,1,19,"VESZPRÉM",3,"Ajka",3,"027",459,0.0107758620689655,0.515086206896552,0.204741379310345,0.0538793103448276,0.112068965517241,0.0560344827586207,0.00431034482758621,0.0193965517241379,0.0150862068965517
"104","ajka-028",0,4,1,3,1,1,19,"VESZPRÉM",3,"Ajka",3,"028",390,0.0151515151515152,0.462121212121212,0.224747474747475,0.0580808080808081,0.169191919191919,0.0378787878787879,0.00252525252525253,0.0176767676767677,0.00252525252525253
"105","ajka-029",0,2,1,1,1,1,19,"VESZPRÉM",3,"Ajka",3,"029",570,0.00523560209424084,0.539267015706806,0.205933682373473,0.0506108202443281,0.1239092495637,0.043630017452007,0.00174520069808028,0.0157068062827225,0.012216404886562
"106","aka-001",3,6,2,1,1,1,12,"KOMÁROM-ESZTERGOM",1,"Aka",3,"001",151,0.00657894736842105,0.657894736842105,0.144736842105263,0.0197368421052632,0.0986842105263158,0,0,0.0131578947368421,0.0263157894736842
"107","akasztó-001",0,3,2,1,1,1,3,"BÁCS-KISKUN",1,"Akasztó",3,"001",953,0.00935550935550936,0.568607068607069,0.269230769230769,0.0363825363825364,0.0665280665280665,0.027027027027027,0,0.0103950103950104,0.00831600831600832
"108","akasztó-002",0,3,2,1,1,1,3,"BÁCS-KISKUN",1,"Akasztó",3,"002",824,0.0072289156626506,0.640963855421687,0.230120481927711,0.0253012048192771,0.0433734939759036,0.0253012048192771,0.00240963855421687,0.0072289156626506,0.00963855421686747
"109","alacska-001",1,2,1,0,1,0,5,"BORSOD-ABAÚJ-ZEMPLÉN",9,"Alacska",4,"001",352,0.0140056022408964,0.442577030812325,0.389355742296919,0.0196078431372549,0.0896358543417367,0.0336134453781513,0,0.00280112044817927,0.00280112044817927
"110","alap-001",0,4,2,1,1,1,7,"FEJÉR",3,"Alap",5,"001",520,0.00191938579654511,0.596928982725528,0.222648752399232,0.0287907869481766,0.072936660268714,0.036468330134357,0.00959692898272553,0.00767754318618042,0.0115163147792706
